flight_id,flight,callsign,squawk,clicks,from_iata,from_city,to_iata,to_city,model,type
3553b859,PG711,BKP711,,881,VKO,Manila,,Singapore,A388,Airbus A380-842
3552d5b4,SU2139,DQA443,,-203,NOU,Dubai,MLE,,B738,Airbus A380-842
3552e106,SU2139,CTM1018,,414,LHR,Istanbul,TJQ,,B738,Airbus A330-203
3552e106,CTM1018,LNI126,,-462,IST,Moscow,SYD,Male,A388,Airbus A330-243
3553b859,,DQA443,,24,NOU,Dubai,SVO,,T214,Boeing 737-8LJ
3553a103,EK21,LNI126,,103,BKK,Istanbul,MLE,Sydney,A332,Boeing 737-8LJ
3552d5b4,JT126,SIA321,,-757,IST,Istanbul,SIN,Moscow,A332,Airbus A319-132
35535249,JT126,RSD974,,596,BKK,Dubai,,,AT76,Airbus A330-203
35535249,EK21,UAE1KM,,20,DXB,Moscow,,Male,B738,ATR 72-600
3552e106,JT126,BKP711,,173,DXB,Bangkok,SVO,Manchester,B738,ATR 72-600
3553cbd8,RSD974,UAE1KM,,561,BKK,Dubai,MLE,Male,B77W,Boeing 737-8LJ
3553b89d,CTM1018,SIA321,,-622,NOU,Istanbul,MLE,Manchester,T214,Boeing 737-8LJ
3553cbd8,SQ321,RSD974,,-588,LHR,Bangkok,,,B77W,Boeing 737-8GP
3553b89d,EK21,DQA443,,214,CGK,Istanbul,,Male,B738,Airbus A380-842
35535249,,LNI126,,592,DXB,Jakarta,,Male,Q4,ATR 72-600
35535249,EK21,AFL2139,,-312,CGK,,,Tanjung Pandan,A332,Boeing 737-8GP
354fc50c,SU2139,SIA321,,-275,VKO,Istanbul,SYD,,A319,Tupolev Tu-214PU
3552e106,,SIA321,,43,LHR,Bangkok,TJQ,Sydney,A332,ATR 72-600
3553b89d,,SIA321,,443,VKO,Dubai,,Singapore,A332,Northrop Grumman RQ-4B Global Hawk
3553b89d,SU2139,SIA321,,-43,IST,Istanbul,MLE,Male,T214,Boeing 737-8GP
3553b859,RSD974,RSD974,,-355,BKK,Moscow,,,AT76,Airbus A330-203
3552e106,SU2139,CTM1018,,-178,MNL,Noumea,,,B738,Boeing 737-8LJ
3553cbd8,SU2139,FORTE11,,249,NOU,Moscow,SIN,Sydney,A332,Airbus A330-243
35535249,RSD974,AFL2139,,-649,LHR,,,,B738,Airbus A319-132
3552d5b4,PG711,BKP711,,188,,Istanbul,MLE,Male,A388,Airbus A380-842
35535249,EK21,AFL2139,,-330,IST,Bangkok,SIN,Manchester,B77W,Airbus A330-243
3553cbd8,SQ321,CTM1018,,-450,LHR,,,Singapore,B738,Boeing 737-8LJ
3553a103,JT126,BKP711,,696,VKO,Dubai,,Moscow,A388,Boeing 737-8GP
3553cbd8,CTM1018,CTM1018,,-337,DXB,Moscow,MAN,Tanjung Pandan,B738,Airbus A319-132
3553b89d,,CTM1018,,205,DXB,Kulhudhuffushi,MAN,Singapore,B738,Airbus A319-132
3552d5b4,CTM1018,AFL2139,,176,LHR,London,SVO,Manchester,B738,Tupolev Tu-214PU
3552e106,CTM1018,UAE1KM,,31,LHR,,SVO,Manchester,Q4,Airbus A330-243
3553bd93,RSD974,LNI126,,-188,NOU,Kulhudhuffushi,MAN,,A332,Boeing 777-312(ER)
3553a103,PG711,LNI126,,-358,IST,Dubai,,Tanjung Pandan,A319,Boeing 777-312(ER)
3552d5b4,SU2139,CTM1018,,-285,MNL,Jakarta,SYD,Male,A319,Airbus A330-203
355288a8,SU2139,CTM1018,,-320,VKO,Kulhudhuffushi,TJQ,,A319,Boeing 737-8GP
3552e106,EK21,UAE1KM,,-210,HDK,London,,Male,A319,Airbus A380-842
3553b89d,SQ321,RSD974,,-236,DXB,,SVO,,B738,ATR 72-600
3553b859,EK21,SIA321,,-340,BKK,Manila,,,B77W,Boeing 777-312(ER)
3552d5b4,RSD974,CTM1018,,-287,BKK,Noumea,SIN,Sydney,A332,Boeing 737-8GP
3553a103,EK21,UAE1KM,,-3,BKK,London,,Manchester,A332,Airbus A330-243
3552d5b4,EK21,UAE1KM,,-309,MNL,Istanbul,SIN,,A319,Airbus A380-842
3552d5b4,CTM1018,RSD974,,-142,BKK,Dubai,MLE,Sydney,B738,Tupolev Tu-214PU
3553b89d,RSD974,LNI126,,301,CGK,Dubai,,Manchester,B738,Airbus A319-132
3553cbd8,PG711,AFL2139,,193,DXB,Kulhudhuffushi,SIN,Singapore,T214,Boeing 737-8LJ
355288a8,SQ321,AFL2139,,-436,DXB,,MAN,,A388,Boeing 777-312(ER)
3553b89d,CTM1018,RSD974,,-343,BKK,,MLE,Moscow,B738,Tupolev Tu-214PU
3553b89d,CTM1018,RSD974,,1545,,Manila,,Manchester,B77W,Airbus A330-243
3553b859,SQ321,FORTE11,,469,HDK,Istanbul,,Male,B738,Boeing 737-8GP
3553cbd8,SU2139,SIA321,,-427,CGK,Moscow,MLE,,A332,ATR 72-600
3553b859,EK21,DQA443,,776,VKO,London,SVO,Tanjung Pandan,A332,Airbus A330-243
3553cbd8,SU2139,CTM1018,,505,LHR,London,MAN,,AT76,Boeing 737-8GP
354fc50c,EK21,FORTE11,,-399,IST,Jakarta,,,Q4,Tupolev Tu-214PU
3552e106,PG711,UAE1KM,,-479,HDK,Kulhudhuffushi,SYD,Manchester,A319,Airbus A380-842
3553a103,EK21,BKP711,,-263,BKK,Kulhudhuffushi,,Sydney,A319,Airbus A380-842
3553b89d,RSD974,AFL2139,,-278,LHR,Dubai,MLE,,A388,ATR 72-600
3553bd93,EK21,DQA443,,25,MNL,Bangkok,SIN,Singapore,A332,Boeing 737-8GP
355288a8,SQ321,LNI126,,-1,MNL,Noumea,TJQ,Singapore,Q4,Boeing 777-312(ER)
3553bd93,,LNI126,,-165,LHR,Bangkok,SIN,Sydney,AT76,Airbus A330-203
3553b89d,PG711,FORTE11,,182,NOU,,SIN,Male,B77W,Boeing 777-312(ER)
3553b89d,EK21,SIA321,,-486,DXB,Istanbul,,Tanjung Pandan,B77W,Northrop Grumman RQ-4B Global Hawk
355288a8,RSD974,RSD974,,-90,IST,London,TJQ,,A332,Airbus A380-842
3553cbd8,SU2139,SIA321,,118,IST,Bangkok,,Tanjung Pandan,A319,Boeing 777-312(ER)
3552e106,EK21,FORTE11,,478,CGK,,,Male,A332,Boeing 737-8GP
3553a103,SU2139,CTM1018,,-195,VKO,London,SIN,Moscow,B738,Northrop Grumman RQ-4B Global Hawk
3553b89d,PG711,RSD974,,121,CGK,Noumea,SYD,Sydney,B738,Airbus A330-203
354fc50c,QF6036,RSD974,,637,VKO,Kulhudhuffushi,MLE,Tanjung Pandan,AT76,Boeing 777-312(ER)
3553b89d,CTM1018,UAE1KM,,432,BKK,Noumea,MLE,Moscow,A319,Boeing 777-312(ER)
3553b89d,SQ321,UAE1KM,,-330,NOU,Bangkok,MLE,Manchester,Q4,Boeing 777-312(ER)
35535249,SU2139,CTM1018,,-257,LHR,Noumea,MLE,Manchester,A319,Airbus A330-203
3553bd93,RSD974,CTM1018,,169,BKK,Dubai,MLE,Male,A319,Boeing 777-312(ER)
3553a103,PG711,AFL2139,,34,VKO,Kulhudhuffushi,TJQ,,A388,Boeing 777-312(ER)
3553b89d,SU2139,AFL2139,,-745,MNL,London,MAN,,B77W,Boeing 737-8GP
3552d5b4,SQ321,LNI126,,-687,IST,Noumea,MLE,Sydney,T214,Airbus A319-132
354fc50c,RSD974,UAE1KM,,-198,LHR,Manila,SYD,Singapore,A332,Tupolev Tu-214PU
3552e106,JT126,DQA443,,-354,HDK,Manila,MLE,,AT76,Northrop Grumman RQ-4B Global Hawk
3552e106,EK21,AFL2139,,-607,MNL,Jakarta,,,AT76,Tupolev Tu-214PU
3552e106,SQ321,BKP711,,78,BKK,Moscow,,,A332,Boeing 777-312(ER)
3553cbd8,SU2139,UAE1KM,,-417,BKK,Noumea,SIN,Male,AT76,Airbus A319-132
35535249,Q2443,SIA321,,-545,LHR,London,SYD,Manchester,AT76,Airbus A319-132
3552e106,EK21,UAE1KM,,-177,IST,Noumea,SYD,Moscow,Q4,Boeing 777-312(ER)
3552e106,,UAE1KM,,-481,VKO,,MAN,,A332,Tupolev Tu-214PU
355288a8,SQ321,UAE1KM,,-106,IST,Jakarta,MLE,Male,AT76,Boeing 737-8LJ
3553a103,SQ321,SIA321,,454,IST,,TJQ,,Q4,Airbus A330-243
355288a8,JT126,CTM1018,,-110,NOU,Kulhudhuffushi,SVO,Moscow,Q4,Airbus A330-243
3552e106,SU2139,SIA321,,-389,,Moscow,SYD,,B77W,Airbus A380-842
3552e106,Q2443,RSD974,,59,BKK,Dubai,MLE,Male,A319,Airbus A380-842
3552d5b4,JT126,LNI126,,-468,NOU,Bangkok,TJQ,Singapore,A388,Northrop Grumman RQ-4B Global Hawk
355288a8,PG711,AFL2139,,-42,LHR,Moscow,,Male,B738,Airbus A319-132
3553b89d,EK21,QFA6036,,184,IST,Dubai,SVO,Moscow,A332,ATR 72-600
355288a8,SU2139,RSD974,,-712,IST,Kulhudhuffushi,MLE,Male,B738,Boeing 737-8GP
354fc50c,PG711,AFL2139,,-312,LHR,Kulhudhuffushi,MLE,,A388,Airbus A319-132
3552d5b4,PG711,SIA321,,119,HDK,Istanbul,MLE,Manchester,B77W,Tupolev Tu-214PU
3552d5b4,CTM1018,AFL2139,,-613,MNL,,,Singapore,B738,Boeing 737-8GP
355288a8,,CTM1018,,-174,NOU,Jakarta,,,B738,Airbus A330-243
3553b89d,CTM1018,SIA321,,-39,NOU,Manila,SIN,Male,A388,Boeing 737-8LJ
35535249,SU2139,SIA321,,805,LHR,Bangkok,MLE,Tanjung Pandan,B738,Airbus A319-132
3552e106,SQ321,AFL2139,,-346,IST,Manila,MLE,Male,B738,Airbus A330-203
3552e106,CTM1018,AFL2139,,289,IST,Noumea,MAN,,Q4,Airbus A330-203
3553cbd8,Q2443,UAE1KM,,142,,Jakarta,,Male,A388,Boeing 737-8LJ
355288a8,RSD974,QFA6036,,24,NOU,,,Male,B738,Airbus A319-132
3553cbd8,EK21,CTM1018,,-29,NOU,Jakarta,,Sydney,Q4,Airbus A330-203
35535249,CTM1018,SIA321,,40,LHR,Istanbul,MLE,Manchester,B738,ATR 72-600
3552d5b4,EK21,QFA6036,,-367,NOU,Kulhudhuffushi,TJQ,,AT76,Boeing 737-8GP
354fc50c,Q2443,AFL2139,,-169,LHR,Moscow,SYD,,B738,Airbus A380-842
3553cbd8,,SIA321,,954,HDK,London,TJQ,Tanjung Pandan,Q4,Boeing 737-8GP
354fc50c,QF6036,CTM1018,,173,CGK,Kulhudhuffushi,SYD,Manchester,B738,Airbus A330-203
35535249,,UAE1KM,,-272,HDK,Jakarta,,Moscow,B738,Boeing 777-312(ER)
354fc50c,EK21,SIA321,,-288,DXB,Dubai,SIN,Manchester,B738,Northrop Grumman RQ-4B Global Hawk
3553bd93,PG711,LNI126,,-95,DXB,Kulhudhuffushi,,Male,B738,Northrop Grumman RQ-4B Global Hawk
3552e106,QF6036,QFA6036,,-42,IST,Jakarta,SIN,Male,T214,Airbus A319-132
355288a8,SQ321,BKP711,,-308,HDK,Jakarta,SIN,Singapore,T214,Airbus A319-132
3553cbd8,CTM1018,SIA321,,-382,MNL,Bangkok,SYD,,B738,Airbus A330-203
3553cbd8,,BKP711,,182,BKK,Manila,MLE,Manchester,B738,Airbus A330-203
3552e106,PG711,DQA443,,75,MNL,Moscow,,,Q4,Airbus A330-243
3553b89d,EK21,UAE1KM,,-279,,London,SVO,Manchester,B738,Boeing 777-312(ER)
3553bd93,EK21,SIA321,,-273,CGK,London,,,A332,ATR 72-600
35535249,EK21,SIA321,,273,LHR,Noumea,MAN,,A388,Airbus A330-203
3552d5b4,,LNI126,,-468,MNL,,MLE,Male,B77W,Boeing 777-312(ER)
355288a8,SU2139,LNI126,,-302,LHR,Dubai,SIN,Male,A319,ATR 72-600
3552e106,PG711,SIA321,,40,MNL,Dubai,SIN,Moscow,B738,Airbus A319-132
355288a8,RSD974,FORTE11,,193,IST,Noumea,MLE,Singapore,Q4,ATR 72-600
3553b89d,SU2139,FORTE11,,216,HDK,Noumea,SIN,,A388,Airbus A319-132
355288a8,Q2443,FORTE11,,505,,Noumea,TJQ,,A332,Airbus A319-132
354fc50c,,FORTE11,,-544,MNL,,SIN,Male,B738,Boeing 737-8GP
3553a103,EK21,LNI126,,67,IST,Jakarta,MLE,Tanjung Pandan,A332,Boeing 777-312(ER)
3553a103,SQ321,BKP711,,1315,DXB,Noumea,MAN,Male,T214,Airbus A380-842
3553b89d,SQ321,CTM1018,,-129,BKK,,MAN,Manchester,B738,Boeing 737-8GP
354fc50c,SQ321,LNI126,,663,IST,Kulhudhuffushi,MLE,,A319,ATR 72-600
35535249,,AFL2139,,33,BKK,Jakarta,MLE,Male,B77W,Northrop Grumman RQ-4B Global Hawk
3552e106,,BKP711,,-255,DXB,Dubai,MAN,Singapore,B77W,Tupolev Tu-214PU
3553a103,SU2139,DQA443,,84,DXB,Noumea,MLE,,A332,Northrop Grumman RQ-4B Global Hawk
35535249,QF6036,SIA321,,-328,HDK,Noumea,TJQ,Male,A319,Boeing 777-312(ER)
354fc50c,RSD974,DQA443,,-116,BKK,,MAN,Moscow,Q4,Tupolev Tu-214PU
3553cbd8,SU2139,DQA443,,-59,IST,Dubai,MAN,Singapore,B77W,Boeing 737-8LJ
3553bd93,SQ321,AFL2139,,66,CGK,Dubai,SYD,,A319,Boeing 737-8LJ
3553b89d,QF6036,DQA443,,114,IST,Istanbul,TJQ,Male,A319,Boeing 777-312(ER)
35535249,SU2139,RSD974,,-199,BKK,,SIN,Sydney,AT76,Boeing 737-8GP
3552e106,SU2139,SIA321,,-331,MNL,,,Moscow,Q4,Boeing 777-312(ER)
3552e106,,CTM1018,,-688,,Jakarta,MAN,Male,B77W,Boeing 737-8LJ
3553b859,SU2139,SIA321,,280,NOU,Bangkok,,Tanjung Pandan,Q4,Airbus A330-243
3553a103,PG711,DQA443,,-767,DXB,Istanbul,MLE,Moscow,B77W,Airbus A319-132
3552e106,JT126,RSD974,,17,VKO,Noumea,,Male,A332,Northrop Grumman RQ-4B Global Hawk
3553bd93,EK21,LNI126,,-697,MNL,Kulhudhuffushi,SVO,,B77W,Tupolev Tu-214PU
3552e106,JT126,RSD974,,-116,CGK,Moscow,MAN,Male,A388,Northrop Grumman RQ-4B Global Hawk
355288a8,Q2443,SIA321,,-139,MNL,Istanbul,,,B738,Airbus A380-842
3553a103,SU2139,SIA321,,-336,DXB,Bangkok,SVO,Sydney,T214,Airbus A380-842
3553b859,,AFL2139,,-241,DXB,,MLE,Manchester,A332,ATR 72-600
3553b89d,,FORTE11,,-75,BKK,Noumea,MAN,,T214,Airbus A330-203
354fc50c,QF6036,FORTE11,,-10,VKO,Kulhudhuffushi,,Male,B738,Airbus A330-203
3553b859,EK21,QFA6036,,-301,BKK,Manila,,Sydney,Q4,Boeing 737-8LJ
3552d5b4,JT126,LNI126,,44,LHR,Moscow,,,A388,ATR 72-600
3553b859,QF6036,SIA321,,-455,,Bangkok,,Male,AT76,Airbus A319-132
3553b859,SQ321,SIA321,,-432,NOU,Jakarta,MLE,,A388,Boeing 777-312(ER)
354fc50c,,SIA321,,66,CGK,Dubai,SIN,Singapore,B738,Boeing 737-8GP
3553a103,RSD974,UAE1KM,,489,NOU,Moscow,MAN,Moscow,A388,Boeing 737-8GP
3552d5b4,PG711,LNI126,,-110,LHR,Moscow,,Tanjung Pandan,B738,Tupolev Tu-214PU
3552d5b4,Q2443,UAE1KM,,-151,BKK,Istanbul,SIN,Singapore,B738,Boeing 737-8LJ
3552e106,PG711,DQA443,,-587,IST,Moscow,,Moscow,A332,Boeing 737-8LJ
3553b859,,UAE1KM,,383,IST,Kulhudhuffushi,MAN,,B738,Airbus A319-132
3553a103,EK21,QFA6036,,791,,Jakarta,,Manchester,T214,Northrop Grumman RQ-4B Global Hawk
35535249,SQ321,LNI126,,-218,DXB,Kulhudhuffushi,MAN,,A388,Airbus A319-132
3553cbd8,Q2443,LNI126,,654,LHR,London,SYD,,B738,Airbus A319-132
3553b859,RSD974,UAE1KM,,-269,HDK,Dubai,SIN,Male,A332,ATR 72-600
355288a8,SU2139,QFA6036,,-303,VKO,,,,T214,Airbus A330-243
3553b89d,EK21,LNI126,,137,,London,SYD,,B77W,Airbus A380-842
3553cbd8,QF6036,BKP711,,1051,LHR,Manila,SVO,Male,B738,Airbus A380-842
3552e106,SQ321,SIA321,,-349,LHR,Kulhudhuffushi,TJQ,Manchester,B738,Northrop Grumman RQ-4B Global Hawk
3553b89d,PG711,RSD974,,-221,IST,Moscow,TJQ,Male,B77W,Northrop Grumman RQ-4B Global Hawk
3553b859,Q2443,RSD974,,-51,HDK,Jakarta,MAN,Male,Q4,Airbus A380-842
3553cbd8,EK21,LNI126,,506,NOU,London,MLE,Manchester,AT76,Boeing 737-8GP
354fc50c,RSD974,CTM1018,,0,CGK,,SYD,Manchester,A332,Boeing 737-8LJ
3553bd93,RSD974,DQA443,,-81,HDK,Dubai,SVO,Male,B738,Airbus A380-842
3553a103,CTM1018,RSD974,,422,HDK,Manila,MAN,Sydney,B738,Airbus A319-132
35535249,Q2443,SIA321,,-335,IST,Dubai,SYD,Sydney,A332,Airbus A330-243
3553b89d,SQ321,CTM1018,,-562,VKO,,SYD,Singapore,A332,Airbus A330-203
3552d5b4,PG711,RSD974,,-741,HDK,Moscow,,,B738,ATR 72-600
3553a103,JT126,RSD974,,-19,DXB,Manila,MLE,Manchester,T214,ATR 72-600
3552d5b4,JT126,AFL2139,,187,VKO,London,MLE,Sydney,B77W,Airbus A330-203
3553b859,QF6036,CTM1018,,-253,BKK,Manila,,Singapore,B738,Airbus A330-243
3552d5b4,QF6036,CTM1018,,64,VKO,London,TJQ,Male,A319,Airbus A380-842
3553b89d,,RSD974,,-242,CGK,London,,,A332,Boeing 777-312(ER)
3553b89d,SQ321,QFA6036,,-224,,London,,,A319,Tupolev Tu-214PU
3553cbd8,EK21,BKP711,,22,BKK,,SYD,Manchester,T214,Airbus A330-243
3553b859,JT126,FORTE11,,-120,DXB,,TJQ,Male,B77W,Airbus A380-842
3552e106,Q2443,LNI126,,-83,MNL,Dubai,,Singapore,B77W,Boeing 737-8GP
35535249,EK21,SIA321,,-373,VKO,Noumea,SYD,Male,A332,Boeing 777-312(ER)
3552e106,,AFL2139,,218,HDK,Noumea,MLE,,B738,Tupolev Tu-214PU
3553cbd8,QF6036,CTM1018,,-305,HDK,Bangkok,MLE,Tanjung Pandan,T214,Northrop Grumman RQ-4B Global Hawk
355288a8,CTM1018,CTM1018,,-287,,Dubai,TJQ,Manchester,A332,Boeing 737-8LJ
3552d5b4,EK21,LNI126,,-300,NOU,Manila,MLE,Singapore,A388,ATR 72-600
3553b859,SQ321,SIA321,,-151,BKK,,TJQ,,A332,Airbus A380-842
3553cbd8,SQ321,BKP711,,540,HDK,,SIN,Moscow,B77W,Northrop Grumman RQ-4B Global Hawk
3553b859,JT126,QFA6036,,6,,Istanbul,MLE,Male,B738,Airbus A319-132
3553a103,PG711,BKP711,,-199,IST,Dubai,SVO,Male,Q4,Northrop Grumman RQ-4B Global Hawk
3553bd93,SU2139,LNI126,,-169,BKK,Noumea,SVO,,B738,Boeing 737-8GP
35535249,CTM1018,CTM1018,,-724,NOU,Jakarta,SVO,,B77W,Airbus A380-842
354fc50c,,LNI126,,-151,HDK,Bangkok,MLE,Manchester,Q4,Airbus A330-203
3553cbd8,EK21,FORTE11,,273,LHR,Noumea,TJQ,Sydney,B738,Tupolev Tu-214PU
35535249,SU2139,SIA321,,-212,NOU,Dubai,SIN,Manchester,AT76,Boeing 737-8LJ
354fc50c,SQ321,BKP711,,-355,IST,London,SYD,Singapore,A332,Airbus A330-203
3553a103,QF6036,BKP711,,24,LHR,Noumea,,Moscow,B77W,Boeing 777-312(ER)
35535249,,RSD974,,214,BKK,,MAN,Tanjung Pandan,A332,Tupolev Tu-214PU
3552d5b4,,UAE1KM,,811,,Manila,SYD,Male,A319,Airbus A330-203
355288a8,EK21,RSD974,,836,LHR,,MLE,Moscow,A319,Airbus A330-243
3552e106,,AFL2139,,161,NOU,Istanbul,MLE,Sydney,Q4,Boeing 737-8LJ
354fc50c,EK21,AFL2139,,-357,LHR,Kulhudhuffushi,SIN,Male,Q4,Boeing 737-8LJ
355288a8,SU2139,LNI126,,217,VKO,Dubai,SIN,Manchester,B77W,Northrop Grumman RQ-4B Global Hawk
3553cbd8,EK21,AFL2139,,-244,IST,Kulhudhuffushi,,,A332,Boeing 737-8LJ
3553b89d,JT126,LNI126,,-560,VKO,Dubai,,,A332,Boeing 777-312(ER)
3553b859,CTM1018,FORTE11,,-136,,London,MLE,Manchester,B738,Airbus A330-243
355288a8,Q2443,DQA443,,-134,MNL,Dubai,MAN,,B738,Airbus A330-243
354fc50c,SQ321,SIA321,,-211,BKK,Jakarta,MLE,,A332,Airbus A319-132
3553b859,SU2139,AFL2139,,34,CGK,Moscow,SIN,,A332,Airbus A319-132
355288a8,RSD974,QFA6036,,197,MNL,Kulhudhuffushi,SYD,,Q4,Boeing 737-8LJ
3553a103,SU2139,RSD974,,-500,LHR,Manila,MLE,,T214,Airbus A330-203
3553cbd8,RSD974,SIA321,,-203,LHR,Dubai,SYD,Manchester,A388,Airbus A330-243
3552e106,SU2139,RSD974,,803,IST,Noumea,,Sydney,A319,ATR 72-600
355288a8,SQ321,DQA443,,-534,LHR,Istanbul,,Male,T214,Airbus A380-842
3553b89d,JT126,FORTE11,,-202,,Moscow,MAN,,A332,Airbus A330-203
3553b859,Q2443,DQA443,,-110,BKK,Noumea,,Male,B738,Tupolev Tu-214PU
3553a103,JT126,CTM1018,,-228,CGK,Kulhudhuffushi,,Male,A319,Boeing 737-8LJ
3553cbd8,EK21,SIA321,,-91,IST,London,SYD,Singapore,B738,Airbus A330-203
3552d5b4,JT126,SIA321,,174,LHR,Istanbul,MAN,Male,Q4,Airbus A319-132
3552d5b4,SU2139,SIA321,,287,IST,Noumea,SYD,Tanjung Pandan,Q4,ATR 72-600
3552e106,SU2139,RSD974,,211,,Noumea,MAN,,B738,Airbus A330-243
3552e106,JT126,SIA321,,244,LHR,Jakarta,MLE,,B738,Airbus A319-132
3553cbd8,,LNI126,,-770,,Manila,SIN,,AT76,Airbus A330-243
3553b89d,SQ321,DQA443,,-31,BKK,Noumea,MLE,,A332,Boeing 777-312(ER)
354fc50c,CTM1018,DQA443,,-118,LHR,Dubai,MLE,Manchester,A332,Tupolev Tu-214PU
3553b89d,CTM1018,AFL2139,,206,HDK,Jakarta,SIN,Manchester,AT76,Boeing 737-8GP
355288a8,CTM1018,LNI126,,-286,DXB,Moscow,MLE,Male,B77W,Boeing 737-8LJ
3553b89d,Q2443,LNI126,,363,BKK,Noumea,SIN,Male,A388,Airbus A330-243
3553bd93,QF6036,QFA6036,,35,,Kulhudhuffushi,MAN,,A388,Boeing 737-8LJ
3553bd93,JT126,LNI126,,-476,VKO,Manila,,Manchester,B77W,ATR 72-600
3553cbd8,SU2139,UAE1KM,,343,IST,Kulhudhuffushi,MAN,Male,Q4,Boeing 777-312(ER)
3552e106,QF6036,SIA321,,366,CGK,,SIN,Male,B738,ATR 72-600
355288a8,SU2139,LNI126,,541,NOU,Kulhudhuffushi,TJQ,,B738,Boeing 737-8LJ
3553cbd8,,LNI126,,-125,VKO,Jakarta,TJQ,Sydney,B738,Airbus A330-243
355288a8,RSD974,DQA443,,-131,LHR,Noumea,MLE,Sydney,A388,Boeing 737-8LJ
3553b859,EK21,DQA443,,-304,IST,Jakarta,SVO,Sydney,Q4,Tupolev Tu-214PU
3553bd93,,UAE1KM,,272,IST,Noumea,,Male,A388,Boeing 737-8LJ
3552d5b4,EK21,BKP711,,120,CGK,Bangkok,SVO,Sydney,T214,Boeing 737-8GP
3553b859,JT126,BKP711,,-552,LHR,Istanbul,SVO,Sydney,B738,Airbus A330-203
3552e106,EK21,BKP711,,-388,CGK,Manila,SVO,,B738,Airbus A319-132
3553bd93,SU2139,AFL2139,,-215,DXB,Jakarta,MAN,,Q4,ATR 72-600
3553b89d,CTM1018,FORTE11,,516,BKK,London,,Moscow,B738,Boeing 737-8GP
3553b89d,SU2139,BKP711,,-359,DXB,,,Manchester,A332,Airbus A330-243
355288a8,JT126,CTM1018,,531,NOU,Dubai,MLE,,B738,Boeing 737-8LJ
35535249,JT126,SIA321,,-283,,Noumea,,Male,A332,Tupolev Tu-214PU
3552e106,SU2139,RSD974,,-52,BKK,Noumea,SIN,,A319,Airbus A380-842
355288a8,CTM1018,UAE1KM,,-326,BKK,Istanbul,,,B738,Boeing 777-312(ER)
3553b89d,,UAE1KM,,394,VKO,London,MLE,,T214,Tupolev Tu-214PU
354fc50c,RSD974,SIA321,,-237,NOU,Noumea,,Tanjung Pandan,T214,Boeing 737-8GP
3552e106,EK21,AFL2139,,-105,MNL,Jakarta,SIN,Male,Q4,ATR 72-600
3552d5b4,JT126,FORTE11,,-36,,Dubai,MAN,Male,AT76,Boeing 737-8GP
354fc50c,PG711,SIA321,,-278,CGK,Jakarta,TJQ,Male,A332,Airbus A380-842
355288a8,EK21,FORTE11,,-247,BKK,Istanbul,,,A332,Boeing 737-8LJ
3553bd93,SU2139,RSD974,,-48,CGK,,,Sydney,T214,Boeing 737-8LJ
355288a8,JT126,SIA321,,-211,DXB,Kulhudhuffushi,SYD,,B738,Northrop Grumman RQ-4B Global Hawk
35535249,,RSD974,,-90,LHR,Manila,TJQ,,A332,Boeing 777-312(ER)
35535249,SQ321,UAE1KM,,-95,CGK,Istanbul,,Male,AT76,Boeing 737-8GP
3553a103,Q2443,LNI126,,-367,LHR,London,MLE,,Q4,Boeing 737-8LJ
3553bd93,Q2443,DQA443,,524,CGK,Istanbul,,Male,AT76,Airbus A330-203
3553cbd8,SQ321,UAE1KM,,624,HDK,Kulhudhuffushi,MAN,,A319,Airbus A330-203
3553b859,CTM1018,LNI126,,-102,VKO,Bangkok,SYD,Manchester,AT76,Boeing 737-8LJ
3553b89d,RSD974,DQA443,,-131,DXB,Manila,,,B738,Airbus A330-243
3552e106,,QFA6036,,-469,MNL,Bangkok,,Male,B738,Boeing 737-8LJ
3553b859,EK21,DQA443,,-574,HDK,Istanbul,MLE,Male,B738,Airbus A319-132
3553bd93,PG711,CTM1018,,510,VKO,Dubai,,Male,AT76,Boeing 777-312(ER)
3553b859,EK21,CTM1018,,621,LHR,,,Tanjung Pandan,A332,Tupolev Tu-214PU
3553cbd8,SU2139,RSD974,,-498,BKK,London,MLE,,B738,Airbus A330-243
3553b859,JT126,AFL2139,,200,IST,Noumea,SIN,,A388,Airbus A330-243
3552d5b4,QF6036,SIA321,,113,CGK,Kulhudhuffushi,,,A332,Boeing 777-312(ER)
3553b89d,,DQA443,,79,VKO,Bangkok,,,B738,Tupolev Tu-214PU
3552d5b4,JT126,UAE1KM,,-190,IST,Kulhudhuffushi,TJQ,,T214,Airbus A330-243
35535249,SQ321,SIA321,,-216,IST,Moscow,TJQ,Male,AT76,Boeing 737-8LJ
35535249,EK21,QFA6036,,-581,NOU,Istanbul,SIN,Sydney,T214,Boeing 737-8GP
354fc50c,QF6036,AFL2139,,1631,HDK,Moscow,TJQ,Singapore,A319,Airbus A380-842
355288a8,Q2443,FORTE11,,4,IST,Jakarta,TJQ,,B738,Airbus A319-132
355288a8,SU2139,RSD974,,-705,MNL,Dubai,,Sydney,B77W,Boeing 777-312(ER)
3553b859,SQ321,SIA321,,-319,CGK,Noumea,SVO,Tanjung Pandan,Q4,Airbus A380-842
3553cbd8,EK21,DQA443,,98,CGK,Bangkok,SIN,,B738,ATR 72-600
3553bd93,JT126,LNI126,,393,MNL,Jakarta,SVO,,AT76,Boeing 777-312(ER)
